Actual,Predicted,Object_0,Object_1,Object_2,Object_3,Object_4,Object_5,Object_6,Object_7,Object_8,Object_9,Object_10,Object_11,Object_12,Object_13,Object_14
49,49,0.0023349125,0.05331921,0.026817678,0.17592746,0.1824249,0.02233315,0.07566438,0.024578465,0.00020650217,0.003333563,0.08540239,0.08446826,0.0026059907,0.16884728,0.09173595
50,49,0.0016356995,0.06076773,0.065002546,0.14406742,0.088777095,0.23422985,0.031822648,0.031143473,0.033412755,0.0025650936,0.07662693,0.08559238,0.0010849416,0.031551283,0.111720145
51,51,0.081507206,0.0009502491,0.00073562976,0.011754109,0.04238422,0.027806908,0.000679644,0.026754586,0.050882503,0.061831623,0.09236567,0.25699362,0.09780137,0.21394272,0.033609927
52,52,0.050237995,0.094134904,0.1324684,0.033006538,0.034570917,0.09273052,0.004532748,0.005676211,0.014369425,0.053157978,0.11969367,0.08769038,0.026508197,0.14723246,0.10398957
53,53,0.0032070708,0.1356505,0.09525896,0.11829836,0.05332916,0.017886484,0.11270994,0.08155482,0.047990404,0.003680561,0.011512009,0.13956378,0.003533581,0.13546242,0.04036194
54,54,0.0058483193,8.890046e-05,2.8956538e-05,0.001307376,0.121612005,0.17230298,0.00010404476,0.0033922547,0.0062767286,0.012282219,0.26128566,0.15055113,0.0022634491,0.051287185,0.21136878
55,57,0.00047111968,0.03603684,0.027071087,0.028963402,0.012129109,0.14271876,0.024493637,0.01798714,0.6142732,0.0005396669,0.014679969,0.022744305,0.00050132425,0.04144126,0.015949147
56,57,0.0014619947,0.008348452,0.012366194,0.06693854,0.010765213,0.13495979,0.009904179,0.31224367,0.32781017,0.001215215,0.024512893,0.030403811,0.002132731,0.036675885,0.02026133
57,57,0.0005463953,0.03462481,0.02962655,0.10175022,0.04917092,0.20446756,0.027442943,0.06475719,0.38709977,0.00073515327,0.009380725,0.043726433,0.00043365482,0.028859004,0.017378613
58,58,0.023790482,0.17410992,0.17558011,0.14585325,0.08931919,0.04396956,0.14995164,0.08641527,0.028345853,0.023137517,0.0075523336,0.0041966876,0.027859272,0.014439693,0.0054792305
59,59,0.098477416,0.02499618,0.008373186,0.082407355,0.07540983,0.0690218,0.0072450587,0.030426193,0.12753037,0.0767906,0.033204034,0.077419154,0.13404177,0.06635126,0.088305734
49,49,0.020995144,0.0155753065,0.007859399,0.16907078,0.13698031,0.26297987,0.0069750543,0.0059545552,0.0043599517,0.030962452,0.07272812,0.07227134,0.022171982,0.083056495,0.08805925
50,59,0.21724708,0.00019434531,9.622323e-05,0.0014617159,0.009354853,0.053953137,0.0003041293,0.0009182504,0.0029679772,0.22478534,0.13915181,0.0852735,0.17083213,0.050241414,0.043218028
51,51,0.07726034,0.0009027236,0.0008444117,0.022012224,0.06763567,0.11556174,0.00027931354,0.00020252565,0.0006078613,0.07189639,0.12065581,0.11696978,0.0902845,0.13715085,0.17773582
52,52,0.009921564,0.15296817,0.14678958,0.011593946,0.007633572,0.12881586,0.006699629,0.000271277,3.4860055e-05,0.015609068,0.13187315,0.06457103,0.007910163,0.22797927,0.087328866
53,53,0.0033807904,0.1813104,0.19801274,0.03677584,0.00316711,0.0047518252,0.08642755,0.037630003,0.00085155683,0.0034994448,0.11290353,0.047726188,0.0054896446,0.12929341,0.1487799
54,54,0.0017586566,2.858864e-05,4.6195706e-05,0.008238842,0.07036827,0.043005195,7.655636e-05,0.00035571487,0.00036619185,0.006530308,0.31257522,0.31922862,0.00034093534,0.07661436,0.16046642
55,55,0.00039211422,0.067710504,0.081926055,0.030871673,0.0011183666,0.0011260572,0.050843675,0.04527459,0.55048937,0.00036377177,0.02710896,0.024442207,0.00040652888,0.011160206,0.10676595
56,56,0.007105408,0.05770638,0.0137175685,0.056852944,0.08615031,0.29502022,0.043034278,0.009247539,0.0048430488,0.010828122,0.12639332,0.09983656,0.0044454583,0.09128755,0.09353133
57,57,0.00048162462,0.041037224,0.04001546,0.043762498,0.012196754,0.02745522,0.035234343,0.026220787,0.6113263,0.0004663625,0.031720214,0.042486105,0.00054812967,0.06961931,0.017429726
58,59,0.004239949,0.000646976,0.00044955293,0.00038364867,0.0007284977,0.008657468,0.0022261078,0.013747578,0.020654678,0.0028886572,0.09176365,0.34574166,0.007305407,0.23937021,0.261196
59,59,0.12022463,0.0008442563,0.0004683992,0.010126989,0.10432539,0.08316942,0.00046842196,0.0013168742,0.07124962,0.10374632,0.08967661,0.081131004,0.125489,0.1201381,0.08762495
49,49,0.0013653599,0.060210425,0.054595158,0.12774995,0.033293623,0.10002705,0.04001152,0.15302007,0.007181447,0.0014191486,0.029613812,0.07379007,0.001287792,0.01995221,0.2964823
50,50,0.034280296,0.01725162,0.016651526,0.119747706,0.048080638,0.0911414,0.010068003,0.028083915,0.07629007,0.04925453,0.06432146,0.07044077,0.031618323,0.17090537,0.17186438
51,51,0.030595554,0.0006753288,0.0009772708,0.033028897,0.16049992,0.16946237,0.00028991152,0.0064419038,0.08696546,0.03936751,0.074243784,0.058540903,0.023311501,0.135681,0.1799186
52,57,0.009292238,0.10595323,0.16358301,0.011130935,0.05074307,0.21232824,0.009022439,0.014029818,0.023482664,0.015723668,0.09733553,0.0508909,0.0048264125,0.16402909,0.06762871
53,53,0.011600438,0.025029313,0.015911305,0.19553415,0.079908475,0.0406765,0.008849782,0.24092112,0.0453494,0.01455249,0.055053752,0.10781633,0.020784905,0.03501504,0.102997005
54,54,0.0031449068,4.8640522e-05,0.0002696792,0.00038909653,2.2249427e-05,0.0049490817,7.858613e-05,0.00069720094,0.00037161255,0.035109445,0.20301077,0.3379084,0.00068188866,0.12791651,0.28540194
55,57,0.0012074864,0.009550082,0.012255217,0.06420769,0.007989957,0.18207522,0.019076126,0.027971018,0.48362255,0.0017863984,0.06743883,0.039224118,0.001579897,0.046227906,0.035787456
56,56,0.0030657433,0.052065574,0.12549783,0.011347546,0.026782254,0.29061064,0.002281042,0.005030168,0.026195621,0.004703241,0.14213933,0.07753713,0.0034707417,0.16101067,0.06826252
57,57,0.0011148434,0.056812536,0.03218422,0.07044942,0.020102127,0.2662161,0.026118554,0.023442136,0.3100864,0.0030642,0.07425471,0.03913181,0.0007231022,0.046168365,0.030131532
58,58,0.03271793,0.0009550287,0.0009149697,0.0018990007,0.01085036,0.085210696,0.0013212898,0.004615948,0.036420174,0.031755988,0.17703134,0.14219686,0.030999037,0.26567975,0.17743166
59,59,0.11197807,0.002132261,0.0009938111,0.0007449785,0.003083208,0.02404936,0.008644569,0.040111404,0.13210973,0.091525674,0.20286079,0.09120663,0.12862429,0.07280231,0.08913289
49,49,4.485345e-05,7.415532e-06,1.1365348e-05,2.9231041e-05,0.022268716,0.3465365,2.7569653e-05,0.022900809,0.581846,6.573949e-05,0.00187827,0.020125268,5.4134347e-05,0.00046147613,0.0037427137
50,50,6.191162e-05,1.0695955e-05,1.5055031e-05,3.5539768e-05,0.0039351326,0.0019258818,6.14351e-05,0.0073954286,0.017278094,0.00011423249,0.037171535,0.902811,5.741955e-05,0.001649929,0.027476747
51,51,0.06862371,0.0018130295,0.0014726423,0.013998321,0.29312852,0.0051601147,0.00147697,0.009817554,0.005405732,0.10931815,0.06505712,0.07320239,0.010435066,0.1919437,0.14914699
52,56,0.07064939,0.034641095,0.046135295,0.018357312,0.028179558,0.201162,0.0009795548,0.0004773368,0.00066256797,0.11400668,0.13234054,0.077670805,0.02474879,0.16045675,0.089532256
53,53,0.0035786612,0.13834196,0.1382495,0.018327208,0.18030731,0.02270821,0.046554755,0.02239219,0.025093459,0.0039989017,0.056615975,0.14385946,0.0039690994,0.13115233,0.06485098
54,54,0.0013038075,0.00032872678,0.00028843852,0.0044164667,0.009283818,0.7199643,0.00011222713,0.0003332421,0.021278642,0.0022641094,0.027158668,0.115673825,0.00089449884,0.02284321,0.07385604
55,55,0.003811691,0.11810563,0.0569662,0.09961823,0.064106636,0.0034915518,0.07460708,0.014286905,0.29687136,0.0025898137,0.05239926,0.079879746,0.0063489755,0.07383661,0.053080313
56,56,0.003377371,0.0819687,0.062062427,0.0033549734,0.011286713,0.009796168,0.024968332,0.03824558,0.22944778,0.0022706473,0.10788212,0.09987785,0.0056058546,0.07211806,0.24773742
57,52,0.0046411385,0.07272584,0.01499975,0.045321357,0.031822745,0.0114873005,0.047206756,0.017755987,0.42272195,0.0025047048,0.05337826,0.08724884,0.007902978,0.09715875,0.083123624
58,58,0.003877595,0.25410157,0.27188578,0.071442604,0.028157813,0.013179103,0.23420893,0.092584744,0.010216399,0.0037376382,0.0019553208,0.0023447252,0.0075136465,0.0020675438,0.0027265823
59,59,0.12738006,0.001637077,0.0010367199,0.021979084,0.09646341,0.097932525,0.00069773686,0.0030863641,0.031818315,0.122950986,0.09181905,0.065095924,0.1211428,0.14511739,0.07184263
49,49,0.0063788057,0.06304175,0.07575612,0.10080222,0.17498343,0.01732202,0.018516343,0.1855227,0.002086011,0.009152288,0.06667546,0.0680356,0.004501115,0.14991568,0.057310514
50,50,0.01059431,0.102179185,0.14986336,0.023298817,0.04674561,0.094363496,0.045903563,0.06654045,0.10083204,0.01059993,0.04822563,0.077226266,0.01500364,0.16512506,0.0434986
51,51,0.08757279,0.012188821,0.022100762,0.03419087,0.060439922,0.0043279235,0.0036370293,0.1803214,0.26810142,0.06880967,0.046508715,0.07225137,0.04220141,0.050816968,0.046530854
52,50,0.01905458,0.06215673,0.13838008,0.017863508,0.16956556,0.25574696,0.003584884,0.0052758725,0.05823291,0.021447651,0.073113896,0.0529583,0.009741953,0.060130894,0.05274625
53,53,0.0112780705,0.10503364,0.19989859,0.10169285,0.045464303,0.008095831,0.033757538,0.13615197,0.023521654,0.009064652,0.11156957,0.044809565,0.0059516276,0.10665462,0.057055447
54,54,0.05133275,8.227103e-05,0.0002703579,0.0035165662,0.11020199,0.10366277,1.10831415e-05,0.0029755803,0.2575338,0.09388933,0.075708404,0.06843475,0.007688875,0.109175175,0.115516305
55,57,0.0012644634,0.019161241,0.02932348,0.013169127,0.0006144164,0.108939074,0.008404443,0.032868907,0.73030627,0.0011394885,0.020502778,0.0072335666,0.0010461732,0.017570626,0.008455915
56,56,0.0028326127,0.0028782822,0.015921865,0.047798473,0.027713053,0.07389386,0.00045595656,0.057761002,0.18288627,0.0052008084,0.19821103,0.08414369,0.0022337807,0.1998587,0.09821069
57,57,0.004190333,0.03198831,0.060157936,0.064066626,0.0014646923,0.016143123,0.017897451,0.047702674,0.63486844,0.0033643327,0.0420864,0.020754796,0.0025208804,0.032284353,0.02050962
58,58,0.00728747,0.25609937,0.29940367,0.046378605,0.011395489,0.0044088988,0.2212973,0.09060525,0.028509486,0.00697636,0.0046983827,0.004075594,0.010808913,0.0030283225,0.0050268294
59,59,0.12373625,0.0015768083,0.0006724248,0.01772081,0.08059169,0.1611588,0.0007257982,0.0024010024,0.09094841,0.12682256,0.06390211,0.07768783,0.11885365,0.0765097,0.05669217
49,51,0.08791577,0.0014891302,0.00078165636,0.011496937,0.20161743,0.15324333,0.0015238087,0.0031982816,0.04252217,0.11635561,0.09363696,0.05775637,0.018750524,0.107601196,0.10211079
50,50,0.008090222,0.009875003,0.0069666635,0.103446916,0.17625071,0.0033587292,0.0076066344,0.07252531,0.06431588,0.012751228,0.11077113,0.0792351,0.0022530365,0.07172316,0.2708303
51,51,0.082918935,0.0009420409,0.00073389657,0.0068828207,0.15101986,0.015530118,0.00078273524,0.004714719,0.05086066,0.100252815,0.110126294,0.08565454,0.04427694,0.23135737,0.11394625
52,52,0.011337215,0.05145111,0.05169925,0.036744263,0.01643776,0.17434269,0.0023771562,0.0005141088,5.728984e-06,0.030098267,0.1931436,0.12376414,0.0030213923,0.18855424,0.11650906
53,53,0.004721408,0.15165946,0.15759037,0.027078757,0.10473528,0.013783751,0.054053675,0.050444413,0.030886171,0.0049286652,0.045864392,0.09141732,0.010965574,0.067823134,0.18404768
54,54,0.07882822,5.3574386e-05,0.0003635062,0.0003160423,0.007056748,0.09271323,7.883709e-05,0.0021077658,0.00049913465,0.09644856,0.16908318,0.15495236,0.017575046,0.20221385,0.17771
55,55,0.0029323385,0.053132385,0.06855531,0.061094787,0.012556985,0.02528703,0.0070941173,0.07069295,0.35232604,0.0028150717,0.1017845,0.07375932,0.0057476964,0.014734288,0.1474872
56,52,0.0038348157,0.04173157,0.006144509,0.05426142,0.03479301,0.007021179,0.020946542,0.0044972287,0.0037643882,0.0017863507,0.2837096,0.16596577,0.006203181,0.19264029,0.17270017
57,56,0.01222837,0.00080754707,0.00048239648,0.009827865,0.016761506,0.49271736,0.000111174566,0.011977822,0.13050936,0.0119517315,0.056989603,0.085780285,0.020607961,0.03284555,0.11640146
58,58,0.008688787,0.0012192265,0.0010578992,0.0016237117,0.0034822808,0.017999379,0.0011718769,0.001771859,0.002549159,0.009109105,0.08796809,0.29575178,0.006788202,0.09203187,0.4687868
59,59,0.123298585,0.0005353086,0.00028714963,0.0031699338,0.05029186,0.12018318,0.00027876228,0.00075730006,0.0023114176,0.12282614,0.1537395,0.06023069,0.11490335,0.15917464,0.08801212
49,49,0.00108695,0.056389153,0.054635976,0.023179743,0.015359203,0.010263133,0.10069494,0.30799195,0.22208098,0.00073737884,0.054020055,0.051634654,0.0018610808,0.054717764,0.045347117
50,49,0.0040115966,0.072607584,0.046662252,0.035184443,0.10131816,0.05122032,0.122971326,0.0658515,0.09060897,0.0034117156,0.06270281,0.1380593,0.004729749,0.06507652,0.13558379
51,51,0.048542723,0.000705598,0.00045852305,9.871975e-05,0.0017846343,0.0019583902,0.0097231055,0.035483725,0.45958975,0.042122353,0.06700228,0.079810746,0.04132282,0.08039759,0.130999
52,52,0.006479095,0.10904646,0.052214812,0.008407139,0.059021704,0.022391805,0.026995046,0.015793467,0.050545122,0.004968469,0.17580552,0.1395909,0.009259609,0.13244307,0.18703775
53,53,0.0006967738,0.1380999,0.10863823,0.09506682,0.0038496167,0.0019015891,0.24204038,0.118430085,0.0045174565,0.0005411622,0.0119238,0.11826288,0.00094149675,0.032985914,0.12210383
54,54,4.3307036e-06,1.1949311e-06,2.7346819e-06,1.0065304e-06,0.00026786624,0.0027946157,1.3720585e-06,1.0614385e-06,3.2695946e-06,3.9226793e-06,0.20650302,0.25375125,6.6177067e-06,0.18604372,0.35061398
55,55,0.00040704134,0.029947557,0.021377025,0.009871302,0.0064720945,0.22876905,0.055673618,0.011932924,0.5255399,0.00033568792,0.0030118523,0.05720568,0.00047397995,0.024298912,0.024683386
56,52,0.008173073,0.059189364,0.005484204,0.0028688062,0.0028575985,0.0018316592,0.16698274,0.041025557,0.14994502,0.011428482,0.011736877,0.18295209,0.0073148245,0.1536173,0.19459239
57,57,0.0013698816,0.12834126,0.09947167,0.07124129,0.028786667,0.0015789027,0.019597625,0.02453513,0.45614865,0.0011048671,0.011455338,0.06467643,0.0017087606,0.048089568,0.041893937
58,58,0.026779193,0.18481681,0.17681879,0.15596023,0.06848292,0.021903668,0.15622221,0.09966981,0.040880755,0.027657913,0.0041153813,0.0026086816,0.021894434,0.008013205,0.0041760127
59,59,0.071806215,0.0047818995,0.0023542733,0.0032709455,0.004718085,0.009180644,0.017073387,0.04493426,0.08392171,0.058048107,0.13628478,0.103683114,0.083862066,0.21992554,0.15615498
49,58,0.00040805622,7.351323e-05,0.00012468913,0.00023021759,0.05693644,0.00015820676,0.00010594468,0.004685793,0.009706549,0.00049652555,0.028861826,0.2121211,0.00070686097,0.11817177,0.5672125
50,50,0.07095541,0.032318916,0.007107399,0.03330612,0.0372567,0.04651069,0.13364811,0.11908547,0.073842384,0.08729021,0.111141264,0.03847957,0.055783186,0.09854453,0.05473005
51,51,0.11502695,0.0028616213,0.001044717,0.0020707357,0.015345587,0.08030699,0.028479448,0.073565766,0.026692089,0.11709514,0.13108763,0.15948054,0.07455068,0.08323597,0.08915608
52,52,0.0059926626,0.13434455,0.052696723,0.05061064,0.13127413,0.013488147,0.048161305,0.035566404,0.069822334,0.003648549,0.107350454,0.09403466,0.012038025,0.1368839,0.10408753
53,53,0.0077970177,0.110694654,0.051485647,0.10966905,0.19891585,0.050899975,0.11821068,0.016419599,0.010387332,0.008349541,0.12139501,0.06630541,0.0072755083,0.0702222,0.051972587
54,59,0.0004775104,7.183291e-05,5.5467422e-05,1.140166e-05,3.8742746e-05,0.00011836199,3.936674e-05,8.896909e-05,0.0002213177,0.0006510121,0.16577947,0.4340555,0.00035489825,0.05065849,0.3473777
55,55,0.0015021729,0.16041967,0.065288104,0.14185144,0.034389276,0.004612591,0.09660752,0.018550076,0.22698538,0.0009738026,0.04522785,0.070836395,0.0022671362,0.038873415,0.09161514
56,56,0.002305925,0.011955574,0.007076381,0.042191636,0.20079626,0.3530785,0.011285433,0.053198986,0.014395776,0.002481021,0.07581248,0.04090963,0.0031338963,0.09342881,0.08794964
57,53,0.003916093,0.15948819,0.08295851,0.13070144,0.03330216,0.005622742,0.12472131,0.020919671,0.12911758,0.0025544611,0.0688519,0.06476401,0.0057986137,0.09501277,0.072270535
58,58,0.04008078,0.015688526,0.014768241,0.017225446,0.024797052,0.055519115,0.018783368,0.030148221,0.039906777,0.04007313,0.10811886,0.24159588,0.044096846,0.082674034,0.2265237
59,59,0.16750388,0.0050312136,0.0013217133,0.0015205909,0.004255808,0.05575101,0.027263045,0.10198659,0.061764084,0.17909047,0.09171421,0.06401539,0.12623285,0.05849424,0.054054957
49,49,0.0084153265,0.0057960935,0.0015074897,0.09509148,0.32640907,0.04861607,0.026369937,0.11023899,0.0016388438,0.008200012,0.054543354,0.08327265,0.009416192,0.020006116,0.2004783
50,50,0.00321585,0.059973773,0.03517948,0.14196049,0.12934788,0.108905986,0.16848122,0.045001395,0.012919241,0.0028959604,0.04969784,0.07768073,0.004521451,0.03778947,0.12242929
51,51,0.030833825,0.00054501905,0.00024675988,0.003118717,0.07923526,0.2396838,0.0065058433,0.095450535,0.023007339,0.03281223,0.05270877,0.044033673,0.042027526,0.16803612,0.18175457
52,56,0.008354416,0.12776871,0.07173421,0.014833058,0.025743356,0.27852452,0.009928328,0.017397566,0.019411692,0.0164411,0.12331782,0.06565103,0.0067085586,0.14246963,0.07171595
53,53,0.00076057,0.10944957,0.06032821,0.15271081,0.02140606,0.0015116829,0.223956,0.05423394,0.028504487,0.0010754722,0.053803496,0.08539648,0.0011402334,0.04075581,0.16496716
54,54,0.023988254,9.4698025e-06,1.3249435e-05,0.0009983456,0.08825384,0.0005783963,8.820709e-06,1.5215954e-05,2.4393297e-05,0.16280745,0.31658432,0.1320137,0.006931958,0.079315975,0.18845655
55,55,0.00046312733,0.03624608,0.024731027,0.11620214,0.05033343,0.23859054,0.070732735,0.1255645,0.1761563,0.000597114,0.03602082,0.042833913,0.0005994891,0.014993004,0.06593569
56,52,0.0035981052,0.06266846,0.02891229,0.12292247,0.027476445,0.07650018,0.0038186302,0.011995398,0.015887458,0.0055739544,0.14915843,0.21535794,0.004120266,0.124987066,0.14702286
57,57,0.00085654855,0.096834965,0.049285658,0.097054906,0.019001294,0.0018316916,0.13361593,0.031425435,0.31335908,0.0009015403,0.045489892,0.05678509,0.0012828032,0.053688977,0.098586164
